Id,Id2,Geography,Estimate; HISPANIC OR LATINO AND RACE - Total population,Margin of Error; HISPANIC OR LATINO AND RACE - Total population,Percent; HISPANIC OR LATINO AND RACE - Total population,Percent Margin of Error; HISPANIC OR LATINO AND RACE - Total population,Estimate; HISPANIC OR LATINO AND RACE - Total population - Hispanic or Latino (of any race),Margin of Error; HISPANIC OR LATINO AND RACE - Total population - Hispanic or Latino (of any race),Percent; HISPANIC OR LATINO AND RACE - Total population - Hispanic or Latino (of any race),Percent Margin of Error; HISPANIC OR LATINO AND RACE - Total population - Hispanic or Latino (of any race),Estimate; HISPANIC OR LATINO AND RACE - Total population - Not Hispanic or Latino,Margin of Error; HISPANIC OR LATINO AND RACE - Total population - Not Hispanic or Latino,Percent; HISPANIC OR LATINO AND RACE - Total population - Not Hispanic or Latino,Percent Margin of Error; HISPANIC OR LATINO AND RACE - Total population - Not Hispanic or Latino,Estimate; HISPANIC OR LATINO AND RACE - Total population - Not Hispanic or Latino - White alone,Margin of Error; HISPANIC OR LATINO AND RACE - Total population - Not Hispanic or Latino - White alone,Percent; HISPANIC OR LATINO AND RACE - Total population - Not Hispanic or Latino - White alone,Percent Margin of Error; HISPANIC OR LATINO AND RACE - Total population - Not Hispanic or Latino - White alone,Estimate; HISPANIC OR LATINO AND RACE - Total population - Not Hispanic or Latino - Black or African American alone,Margin of Error; HISPANIC OR LATINO AND RACE - Total population - Not Hispanic or Latino - Black or African American alone,Percent; HISPANIC OR LATINO AND RACE - Total population - Not Hispanic or Latino - Black or African American alone,Percent Margin of Error; HISPANIC OR LATINO AND RACE - Total population - Not Hispanic or Latino - Black or African American alone,Estimate; HISPANIC OR LATINO AND RACE - Total population - Not Hispanic or Latino - American Indian and Alaska Native alone,Margin of Error; HISPANIC OR LATINO AND RACE - Total population - Not Hispanic or Latino - American Indian and Alaska Native alone,Percent; HISPANIC OR LATINO AND RACE - Total population - Not Hispanic or Latino - American Indian and Alaska Native alone,Percent Margin of Error; HISPANIC OR LATINO AND RACE - Total population - Not Hispanic or Latino - American Indian and Alaska Native alone,Estimate; HISPANIC OR LATINO AND RACE - Total population - Not Hispanic or Latino - Asian alone,Margin of Error; HISPANIC OR LATINO AND RACE - Total population - Not Hispanic or Latino - Asian alone,Percent; HISPANIC OR LATINO AND RACE - Total population - Not Hispanic or Latino - Asian alone,Percent Margin of Error; HISPANIC OR LATINO AND RACE - Total population - Not Hispanic or Latino - Asian alone,Estimate; HISPANIC OR LATINO AND RACE - Total population - Not Hispanic or Latino - Native Hawaiian and Other Pacific Islander alone,Margin of Error; HISPANIC OR LATINO AND RACE - Total population - Not Hispanic or Latino - Native Hawaiian and Other Pacific Islander alone,Percent; HISPANIC OR LATINO AND RACE - Total population - Not Hispanic or Latino - Native Hawaiian and Other Pacific Islander alone,Percent Margin of Error; HISPANIC OR LATINO AND RACE - Total population - Not Hispanic or Latino - Native Hawaiian and Other Pacific Islander alone,Estimate; HISPANIC OR LATINO AND RACE - Total population - Not Hispanic or Latino - Some other race alone,Margin of Error; HISPANIC OR LATINO AND RACE - Total population - Not Hispanic or Latino - Some other race alone,Percent; HISPANIC OR LATINO AND RACE - Total population - Not Hispanic or Latino - Some other race alone,Percent Margin of Error; HISPANIC OR LATINO AND RACE - Total population - Not Hispanic or Latino - Some other race alone,Estimate; HISPANIC OR LATINO AND RACE - Total population - Not Hispanic or Latino - Two or more races,Margin of Error; HISPANIC OR LATINO AND RACE - Total population - Not Hispanic or Latino - Two or more races,Percent; HISPANIC OR LATINO AND RACE - Total population - Not Hispanic or Latino - Two or more races,Percent Margin of Error; HISPANIC OR LATINO AND RACE - Total population - Not Hispanic or Latino - Two or more races
310M200US43700,43700,"Somerset, KY Micro Area",63635,*****,63635,(X),1443,*****,2.3,*****,62192,*****,97.7,*****,60113,192,94.5,0.3,589,128,0.9,0.2,89,66,0.1,0.1,404,47,0.6,0.1,75,94,0.1,0.1,180,192,0.3,0.3,742,151,1.2,0.2
310M200US43740,43740,"Somerset, PA Micro Area",76617,*****,76617,(X),993,*****,1.3,*****,75624,*****,98.7,*****,72758,17,95,0.1,1965,104,2.6,0.1,59,34,0.1,0.1,233,73,0.3,0.1,4,8,0,0.1,18,15,0,0.1,587,126,0.8,0.2
310M200US43760,43760,"Sonora, CA Micro Area",54079,*****,54079,(X),6139,*****,11.4,*****,47940,*****,88.6,*****,43995,46,81.4,0.1,970,118,1.8,0.2,795,167,1.5,0.3,737,75,1.4,0.1,78,56,0.1,0.1,43,46,0.1,0.1,1322,204,2.4,0.4
310M200US43780,43780,"South Bend-Mishawaka, IN-MI Metro Area",319198,*****,319198,(X),22975,*****,7.2,*****,296223,*****,92.8,*****,244004,132,76.4,0.1,36511,655,11.4,0.2,1293,221,0.4,0.1,5694,280,1.8,0.1,216,67,0.1,0.1,231,111,0.1,0.1,8274,775,2.6,0.2
310M200US43900,43900,"Spartanburg, SC Metro Area",319365,*****,319365,(X),18581,*****,5.8,*****,300784,*****,94.2,*****,219878,214,68.8,0.1,68535,589,21.5,0.2,585,143,0.2,0.1,6470,294,2,0.1,86,51,0,0.1,415,201,0.1,0.1,4815,618,1.5,0.2
310M200US43940,43940,"Spearfish, SD Micro Area",24645,*****,24645,(X),764,*****,3.1,*****,23881,*****,96.9,*****,22507,17,91.3,0.1,110,52,0.4,0.2,755,116,3.1,0.5,203,43,0.8,0.2,0,17,0,0.1,27,37,0.1,0.1,279,118,1.1,0.5
310M200US43980,43980,"Spencer, IA Micro Area",16537,*****,16537,(X),503,*****,3,*****,16034,*****,97,*****,15637,15,94.6,0.1,91,97,0.6,0.6,18,22,0.1,0.1,29,29,0.2,0.2,63,62,0.4,0.4,0,15,0,0.1,196,103,1.2,0.6
310M200US44020,44020,"Spirit Lake, IA Micro Area",16967,*****,16967,(X),270,*****,1.6,*****,16697,*****,98.4,*****,16404,15,96.7,0.1,52,23,0.3,0.1,23,25,0.1,0.1,39,38,0.2,0.2,33,45,0.2,0.3,0,15,0,0.1,146,66,0.9,0.4
310M200US44060,44060,"Spokane-Spokane Valley, WA Metro Area",537348,*****,537348,(X),26223,*****,4.9,*****,511125,*****,95.1,*****,461798,301,85.9,0.1,8531,594,1.6,0.1,8678,632,1.6,0.1,11293,529,2.1,0.1,1957,217,0.4,0.1,387,271,0.1,0.1,18481,1022,3.4,0.2
310M200US44100,44100,"Springfield, IL Metro Area",211627,*****,211627,(X),4369,*****,2.1,*****,207258,*****,97.9,*****,173880,282,82.2,0.1,24487,535,11.6,0.3,202,65,0.1,0.1,3545,299,1.7,0.1,84,45,0,0.1,790,293,0.4,0.1,4270,625,2,0.3
310M200US44140,44140,"Springfield, MA Metro Area",628800,*****,628800,(X),114658,*****,18.2,*****,514142,*****,81.8,*****,442498,543,70.4,0.1,40531,822,6.4,0.1,676,154,0.1,0.1,18160,611,2.9,0.1,175,91,0,0.1,1391,585,0.2,0.1,10711,1029,1.7,0.2
310M200US44180,44180,"Springfield, MO Metro Area",448471,*****,448471,(X),13356,*****,3,*****,435115,*****,97,*****,406630,161,90.7,0.1,10024,563,2.2,0.1,1927,253,0.4,0.1,5615,416,1.3,0.1,434,82,0.1,0.1,276,161,0.1,0.1,10209,855,2.3,0.2
310M200US44220,44220,"Springfield, OH Metro Area",136827,*****,136827,(X),4113,*****,3,*****,132714,*****,97,*****,115933,68,84.7,0.1,11565,361,8.5,0.3,204,99,0.1,0.1,991,112,0.7,0.1,70,70,0.1,0.1,102,75,0.1,0.1,3849,376,2.8,0.3
310M200US44260,44260,"Starkville, MS Micro Area",49048,*****,49048,(X),780,*****,1.6,*****,48268,*****,98.4,*****,28141,34,57.4,0.1,18123,140,36.9,0.3,81,62,0.2,0.1,1472,88,3,0.2,0,26,0,0.1,62,54,0.1,0.1,389,144,0.8,0.3
310M200US44300,44300,"State College, PA Metro Area",157823,*****,157823,(X),4317,*****,2.7,*****,153506,*****,97.3,*****,136652,233,86.6,0.1,5484,218,3.5,0.1,298,87,0.2,0.1,8709,411,5.5,0.3,62,67,0,0.1,264,222,0.2,0.1,2037,448,1.3,0.3
310M200US44340,44340,"Statesboro, GA Micro Area",72386,*****,72386,(X),2630,*****,3.6,*****,69756,*****,96.4,*****,46311,109,64,0.1,20468,382,28.3,0.5,216,92,0.3,0.1,1274,107,1.8,0.1,15,22,0,0.1,333,276,0.5,0.4,1139,324,1.6,0.4
310M200US44420,44420,"Staunton-Waynesboro, VA Metro Area",119396,*****,119396,(X),3805,*****,3.2,*****,115591,*****,96.8,*****,104226,32,87.3,0.1,8325,307,7,0.3,240,87,0.2,0.1,883,118,0.7,0.1,82,78,0.1,0.1,103,76,0.1,0.1,1732,296,1.5,0.2
310M200US44460,44460,"Steamboat Springs, CO Micro Area",23606,*****,23606,(X),1612,*****,6.8,*****,21994,*****,93.2,*****,21283,72,90.2,0.3,97,41,0.4,0.2,46,43,0.2,0.2,245,35,1,0.2,0,21,0,0.1,95,78,0.4,0.3,228,59,1,0.3
310M200US44500,44500,"Stephenville, TX Micro Area",40039,*****,40039,(X),7975,*****,19.9,*****,32064,*****,80.1,*****,30523,29,76.2,0.1,571,148,1.4,0.4,229,107,0.6,0.3,271,51,0.7,0.1,0,27,0,0.1,16,28,0,0.1,454,196,1.1,0.5
310M200US44540,44540,"Sterling, CO Micro Area",21928,*****,21928,(X),3375,*****,15.4,*****,18553,*****,84.6,*****,17215,6,78.5,0.1,317,183,1.4,0.8,255,209,1.2,1,467,322,2.1,1.5,8,13,0,0.1,0,21,0,0.1,291,108,1.3,0.5
310M200US44580,44580,"Sterling, IL Micro Area",57525,*****,57525,(X),6698,*****,11.6,*****,50827,*****,88.4,*****,48915,42,85,0.1,900,115,1.6,0.2,105,48,0.2,0.1,291,32,0.5,0.1,0,26,0,0.1,53,49,0.1,0.1,563,122,1,0.2
310M200US44620,44620,"Stevens Point, WI Micro Area",70432,*****,70432,(X),2073,*****,2.9,*****,68359,*****,97.1,*****,64811,27,92,0.1,432,101,0.6,0.1,288,86,0.4,0.1,1890,130,2.7,0.2,5,11,0,0.1,9,14,0,0.1,924,192,1.3,0.3
310M200US44660,44660,"Stillwater, OK Micro Area",79423,*****,79423,(X),3463,*****,4.4,*****,75960,*****,95.6,*****,61804,29,77.8,0.1,2841,253,3.6,0.3,3449,417,4.3,0.5,3304,204,4.2,0.3,55,47,0.1,0.1,67,45,0.1,0.1,4440,544,5.6,0.7
310M200US44700,44700,"Stockton-Lodi, CA Metro Area",708554,*****,708554,(X),284168,*****,40.1,*****,424386,*****,59.9,*****,243086,315,34.3,0.1,47598,1077,6.7,0.2,2295,363,0.3,0.1,102426,1204,14.5,0.2,3520,387,0.5,0.1,979,291,0.1,0.1,24482,1753,3.5,0.2
310M200US44740,44740,"Storm Lake, IA Micro Area",20507,*****,20507,(X),4992,*****,24.3,*****,15515,*****,75.7,*****,13107,18,63.9,0.1,544,24,2.7,0.1,2,4,0,0.1,1567,51,7.6,0.2,181,17,0.9,0.1,11,18,0.1,0.1,103,58,0.5,0.3
310M200US44780,44780,"Sturgis, MI Micro Area",61022,*****,61022,(X),4390,*****,7.2,*****,56632,*****,92.8,*****,53230,56,87.2,0.1,1683,131,2.8,0.2,174,61,0.3,0.1,375,97,0.6,0.2,3,6,0,0.1,44,55,0.1,0.1,1123,187,1.8,0.3
310M200US44860,44860,"Sulphur Springs, TX Micro Area",35645,*****,35645,(X),5695,*****,16,*****,29950,*****,84,*****,26531,44,74.4,0.1,2409,137,6.8,0.4,111,69,0.3,0.2,253,18,0.7,0.1,14,20,0,0.1,41,44,0.1,0.1,591,147,1.7,0.4
310M200US44900,44900,"Summerville, GA Micro Area",25241,*****,25241,(X),1170,*****,4.6,*****,24071,*****,95.4,*****,20857,24,82.6,0.1,2708,133,10.7,0.5,31,36,0.1,0.1,129,40,0.5,0.2,12,20,0,0.1,22,37,0.1,0.1,312,144,1.2,0.6
310M200US44920,44920,"Summit Park, UT Micro Area",38521,*****,38521,(X),4482,*****,11.6,*****,34039,*****,88.4,*****,32714,23,84.9,0.1,205,27,0.5,0.1,93,67,0.2,0.2,753,59,2,0.2,14,23,0,0.1,0,23,0,0.1,260,85,0.7,0.2
310M200US44940,44940,"Sumter, SC Metro Area",107777,*****,107777,(X),4010,*****,3.7,*****,103767,*****,96.3,*****,50128,37,46.5,0.1,49801,413,46.2,0.4,198,109,0.2,0.1,1370,156,1.3,0.1,0,29,0,0.1,17,37,0,0.1,2253,467,2.1,0.4
310M200US44980,44980,"Sunbury, PA Micro Area",94006,*****,94006,(X),2732,*****,2.9,*****,91274,*****,97.1,*****,87685,87,93.3,0.1,2372,102,2.5,0.1,185,56,0.2,0.1,326,84,0.3,0.1,0,23,0,0.1,80,69,0.1,0.1,626,122,0.7,0.1
310M200US45000,45000,"Susanville, CA Micro Area",32645,*****,32645,(X),5986,*****,18.3,*****,26659,*****,81.7,*****,21526,64,65.9,0.2,2758,111,8.4,0.3,928,91,2.8,0.3,468,37,1.4,0.1,232,16,0.7,0.1,17,21,0.1,0.1,730,150,2.2,0.5
310M200US45020,45020,"Sweetwater, TX Micro Area",15061,*****,15061,(X),5347,*****,35.5,*****,9714,*****,64.5,*****,8766,20,58.2,0.2,627,200,4.2,1.3,23,29,0.2,0.2,53,48,0.4,0.3,0,20,0,0.2,0,20,0,0.2,245,182,1.6,1.2
310M200US45060,45060,"Syracuse, NY Metro Area",661914,*****,661914,(X),25360,*****,3.8,*****,636554,*****,96.2,*****,546859,392,82.6,0.1,51987,850,7.9,0.1,3447,311,0.5,0.1,17935,437,2.7,0.1,122,60,0,0.1,1022,317,0.2,0.1,15182,1027,2.3,0.2
310M200US45140,45140,"Tahlequah, OK Micro Area",48097,*****,48097,(X),3157,*****,6.6,*****,44940,*****,93.4,*****,23788,23,49.5,0.1,596,91,1.2,0.2,15431,648,32.1,1.3,144,75,0.3,0.2,121,82,0.3,0.2,7,12,0,0.1,4853,680,10.1,1.4
310M200US45180,45180,"Talladega-Sylacauga, AL Micro Area",92464,*****,92464,(X),2005,*****,2.2,*****,90459,*****,97.8,*****,59073,17,63.9,0.1,29360,303,31.8,0.3,222,91,0.2,0.1,348,104,0.4,0.1,30,37,0,0.1,3,6,0,0.1,1423,336,1.5,0.4
310M200US45220,45220,"Tallahassee, FL Metro Area",374690,*****,374690,(X),23541,*****,6.3,*****,351149,*****,93.7,*****,211496,313,56.4,0.1,122075,597,32.6,0.2,897,174,0.2,0.1,9304,381,2.5,0.1,50,48,0,0.1,719,291,0.2,0.1,6608,706,1.8,0.2
310M200US45300,45300,"Tampa-St. Petersburg-Clearwater, FL Metro Area",2888458,*****,2888458,(X),503219,*****,17.4,*****,2385239,*****,82.6,*****,1891012,1142,65.5,0.1,329578,2263,11.4,0.1,6250,532,0.2,0.1,89664,1160,3.1,0.1,1782,246,0.1,0.1,8081,1252,0.3,0.1,58872,2741,2,0.1
310M200US45340,45340,"Taos, NM Micro Area",32943,*****,32943,(X),18508,*****,56.2,*****,14435,*****,43.8,*****,11842,47,35.9,0.1,148,32,0.4,0.1,1671,171,5.1,0.5,266,25,0.8,0.1,0,24,0,0.1,13,13,0,0.1,495,175,1.5,0.5
310M200US45380,45380,"Taylorville, IL Micro Area",34200,*****,34200,(X),525,*****,1.5,*****,33675,*****,98.5,*****,32551,11,95.2,0.1,570,111,1.7,0.3,49,37,0.1,0.1,177,90,0.5,0.3,8,12,0,0.1,8,10,0,0.1,312,177,0.9,0.5
310M200US45460,45460,"Terre Haute, IN Metro Area",171925,*****,171925,(X),3561,*****,2.1,*****,168364,*****,97.9,*****,153911,76,89.5,0.1,7635,411,4.4,0.2,413,86,0.2,0.1,2152,130,1.3,0.1,5,10,0,0.1,93,71,0.1,0.1,4155,424,2.4,0.2
310M200US45500,45500,"Texarkana, TX-AR Metro Area",149527,*****,149527,(X),8310,*****,5.6,*****,141217,*****,94.4,*****,100523,30,67.2,0.1,35676,523,23.9,0.4,1071,179,0.7,0.1,932,165,0.6,0.1,66,89,0,0.1,57,44,0,0.1,2892,550,1.9,0.4
310M200US45520,45520,"The Dalles, OR Micro Area",25492,*****,25492,(X),4215,*****,16.5,*****,21277,*****,83.5,*****,19387,8,76.1,0.1,107,54,0.4,0.2,911,116,3.6,0.5,260,83,1,0.3,131,48,0.5,0.2,0,22,0,0.1,481,149,1.9,0.6
310M200US45540,45540,"The Villages, FL Metro Area",108501,*****,108501,(X),6237,*****,5.7,*****,102264,*****,94.3,*****,91246,84,84.1,0.1,8782,206,8.1,0.2,366,131,0.3,0.1,739,162,0.7,0.1,41,43,0,0.1,89,83,0.1,0.1,1001,302,0.9,0.3
310M200US45580,45580,"Thomaston, GA Micro Area",26528,*****,26528,(X),631,*****,2.4,*****,25897,*****,97.6,*****,18020,24,67.9,0.1,7535,186,28.4,0.7,43,44,0.2,0.2,54,60,0.2,0.2,0,24,0,0.1,0,24,0,0.1,245,159,0.9,0.6
310M200US45620,45620,"Thomasville, GA Micro Area",44824,*****,44824,(X),1496,*****,3.3,*****,43328,*****,96.7,*****,25917,38,57.8,0.1,16261,211,36.3,0.5,15,20,0,0.1,388,64,0.9,0.1,0,27,0,0.1,28,38,0.1,0.1,719,216,1.6,0.5
310M200US45660,45660,"Tiffin, OH Micro Area",55929,*****,55929,(X),2660,*****,4.8,*****,53269,*****,95.2,*****,50680,14,90.6,0.1,1322,140,2.4,0.3,49,41,0.1,0.1,361,53,0.6,0.1,0,26,0,0.1,9,14,0,0.1,848,165,1.5,0.3
310M200US45700,45700,"Tifton, GA Micro Area",40787,*****,40787,(X),4414,*****,10.8,*****,36373,*****,89.2,*****,23072,39,56.6,0.1,12096,321,29.7,0.8,48,68,0.1,0.2,540,116,1.3,0.3,19,28,0,0.1,181,189,0.4,0.5,417,196,1,0.5
310M200US45740,45740,"Toccoa, GA Micro Area",25620,*****,25620,(X),744,*****,2.9,*****,24876,*****,97.1,*****,21273,24,83,0.1,3120,219,12.2,0.9,82,70,0.3,0.3,108,81,0.4,0.3,0,24,0,0.1,0,24,0,0.1,293,182,1.1,0.7
310M200US45780,45780,"Toledo, OH Metro Area",607631,*****,607631,(X),38617,*****,6.4,*****,569014,*****,93.6,*****,458631,230,75.5,0.1,84260,1025,13.9,0.2,1200,202,0.2,0.1,9278,437,1.5,0.1,111,42,0,0.1,644,249,0.1,0.1,14890,1088,2.5,0.2
310M200US45820,45820,"Topeka, KS Metro Area",234167,*****,234167,(X),22245,*****,9.5,*****,211922,*****,90.5,*****,184630,262,78.8,0.1,13426,552,5.7,0.2,2282,216,1,0.1,2071,202,0.9,0.1,77,64,0,0.1,267,277,0.1,0.1,9169,624,3.9,0.3
310M200US45860,45860,"Torrington, CT Micro Area",186304,*****,186304,(X),9649,*****,5.2,*****,176655,*****,94.8,*****,167998,132,90.2,0.1,2517,215,1.4,0.1,264,138,0.1,0.1,3343,192,1.8,0.1,6,10,0,0.1,177,104,0.1,0.1,2350,322,1.3,0.2
310M200US45900,45900,"Traverse City, MI Micro Area",146346,*****,146346,(X),3840,*****,2.6,*****,142506,*****,97.4,*****,135914,53,92.9,0.1,1479,190,1,0.1,1997,294,1.4,0.2,913,119,0.6,0.1,109,77,0.1,0.1,68,36,0,0.1,2026,370,1.4,0.3
310M200US45940,45940,"Trenton, NJ Metro Area",370212,*****,370212,(X),60119,*****,16.2,*****,310093,*****,83.8,*****,193628,252,52.3,0.1,72449,577,19.6,0.2,263,141,0.1,0.1,37240,552,10.1,0.1,18,24,0,0.1,1252,542,0.3,0.1,5243,722,1.4,0.2
310M200US45980,45980,"Troy, AL Micro Area",33155,*****,33155,(X),289,142,0.9,0.4,32866,142,99.1,0.4,18941,24,57.1,0.1,12652,161,38.2,0.5,265,44,0.8,0.1,708,59,2.1,0.2,0,24,0,0.1,0,24,0,0.1,300,91,0.9,0.3
310M200US46020,46020,"Truckee-Grass Valley, CA Micro Area",98570,*****,98570,(X),8902,*****,9,*****,89668,*****,91,*****,84497,130,85.7,0.1,462,130,0.5,0.1,924,201,0.9,0.2,1408,183,1.4,0.2,71,56,0.1,0.1,107,104,0.1,0.1,2199,273,2.2,0.3
310M200US46060,46060,"Tucson, AZ Metro Area",998537,*****,998537,(X),356589,*****,35.7,*****,641948,*****,64.3,*****,535965,408,53.7,0.1,32586,762,3.3,0.1,24333,740,2.4,0.1,26127,715,2.6,0.1,1351,214,0.1,0.1,1384,474,0.1,0.1,20202,1304,2,0.1
310M200US46100,46100,"Tullahoma-Manchester, TN Micro Area",100937,*****,100937,(X),3274,26,3.2,0.1,97663,26,96.8,0.1,90460,70,89.6,0.1,2531,299,2.5,0.3,328,115,0.3,0.1,823,132,0.8,0.1,0,28,0,0.1,74,61,0.1,0.1,3447,353,3.4,0.3
310M200US46140,46140,"Tulsa, OK Metro Area",962676,*****,962676,(X),86435,*****,9,*****,876241,*****,91,*****,642306,239,66.7,0.1,76107,838,7.9,0.1,64906,1131,6.7,0.1,18880,433,2,0.1,609,98,0.1,0.1,1147,316,0.1,0.1,72286,1538,7.5,0.2
310M200US46180,46180,"Tupelo, MS Micro Area",139004,*****,139004,(X),4321,*****,3.1,*****,134683,*****,96.9,*****,102048,234,73.4,0.2,29805,410,21.4,0.3,178,70,0.1,0.1,732,165,0.5,0.1,10,15,0,0.1,413,377,0.3,0.3,1497,391,1.1,0.3
310M200US46220,46220,"Tuscaloosa, AL Metro Area",235570,*****,235570,(X),6941,137,2.9,0.1,228629,137,97.1,0.1,144413,202,61.3,0.1,78521,342,33.3,0.1,338,103,0.1,0.1,2995,177,1.3,0.1,85,98,0,0.1,240,201,0.1,0.1,2037,322,0.9,0.1
310M200US46300,46300,"Twin Falls, ID Micro Area",102657,*****,102657,(X),19472,*****,19,*****,83185,*****,81,*****,79483,23,77.4,0.1,417,97,0.4,0.1,643,136,0.6,0.1,1212,186,1.2,0.2,17,17,0,0.1,41,42,0,0.1,1372,269,1.3,0.3
310M200US46340,46340,"Tyler, TX Metro Area",217552,*****,217552,(X),40014,*****,18.4,*****,177538,*****,81.6,*****,132668,82,61,0.1,38481,483,17.7,0.2,723,178,0.3,0.1,3240,182,1.5,0.1,217,265,0.1,0.1,125,92,0.1,0.1,2084,494,1,0.2
310M200US46380,46380,"Ukiah, CA Micro Area",87544,*****,87544,(X),20693,*****,23.6,*****,66851,*****,76.4,*****,58376,124,66.7,0.1,538,102,0.6,0.1,2977,282,3.4,0.3,1669,169,1.9,0.2,194,13,0.2,0.1,309,169,0.4,0.2,2788,344,3.2,0.4
310M200US46460,46460,"Union City, TN-KY Micro Area",37551,*****,37551,(X),1217,*****,3.2,*****,36334,*****,96.8,*****,30730,48,81.8,0.1,4824,177,12.8,0.5,80,28,0.2,0.1,94,21,0.3,0.1,9,14,0,0.1,40,51,0.1,0.1,557,177,1.5,0.5
310M200US46500,46500,"Urbana, OH Micro Area",39393,*****,39393,(X),570,*****,1.4,*****,38823,*****,98.6,*****,36906,23,93.7,0.1,736,116,1.9,0.3,37,27,0.1,0.1,152,44,0.4,0.1,15,23,0,0.1,0,23,0,0.1,977,129,2.5,0.3
310M200US46520,46520,"Urban Honolulu, HI Metro Area",984178,*****,984178,(X),91036,*****,9.2,*****,893142,*****,90.8,*****,191473,201,19.5,0.1,24130,738,2.5,0.1,1217,227,0.1,0.1,409854,3074,41.6,0.3,84465,1543,8.6,0.2,1071,332,0.1,0.1,180932,3568,18.4,0.4
310M200US46540,46540,"Utica-Rome, NY Metro Area",297592,*****,297592,(X),13271,*****,4.5,*****,284321,*****,95.5,*****,255421,177,85.8,0.1,13788,459,4.6,0.2,608,130,0.2,0.1,8719,287,2.9,0.1,128,104,0,0.1,281,174,0.1,0.1,5376,558,1.8,0.2
310M200US46620,46620,"Uvalde, TX Micro Area",26952,*****,26952,(X),18927,*****,70.2,*****,8025,*****,29.8,*****,7507,21,27.9,0.1,47,38,0.2,0.1,144,126,0.5,0.5,261,162,1,0.6,16,24,0.1,0.1,0,24,0,0.1,50,67,0.2,0.2
310M200US46660,46660,"Valdosta, GA Metro Area",143291,*****,143291,(X),8510,293,5.9,0.2,134781,293,94.1,0.2,80887,364,56.4,0.3,48510,413,33.9,0.3,128,88,0.1,0.1,2116,206,1.5,0.1,36,31,0,0.1,329,182,0.2,0.1,2775,459,1.9,0.3
310M200US46700,46700,"Vallejo-Fairfield, CA Metro Area",425753,*****,425753,(X),107592,*****,25.3,*****,318161,*****,74.7,*****,169259,217,39.8,0.1,57650,1090,13.5,0.3,1275,212,0.3,0.1,62369,854,14.6,0.2,3414,293,0.8,0.1,1120,604,0.3,0.1,23074,1272,5.4,0.3
310M200US46740,46740,"Valley, AL Micro Area",34079,*****,34079,(X),152,89,0.4,0.3,33927,89,99.6,0.3,19522,24,57.3,0.1,13728,170,40.3,0.5,57,31,0.2,0.1,260,26,0.8,0.1,9,16,0,0.1,0,24,0,0.1,351,147,1,0.4
310M200US46780,46780,"Van Wert, OH Micro Area",28576,*****,28576,(X),790,*****,2.8,*****,27786,*****,97.2,*****,27056,5,94.7,0.1,257,77,0.9,0.3,43,41,0.2,0.1,80,38,0.3,0.1,0,20,0,0.1,19,29,0.1,0.1,331,99,1.2,0.3
310M200US46820,46820,"Vermillion, SD Micro Area",14011,*****,14011,(X),356,*****,2.5,*****,13655,*****,97.5,*****,12445,15,88.8,0.1,208,45,1.5,0.3,400,83,2.9,0.6,290,59,2.1,0.4,0,15,0,0.1,0,15,0,0.1,312,102,2.2,0.7
310M200US46860,46860,"Vernal, UT Micro Area",35721,*****,35721,(X),2840,*****,8,*****,32881,*****,92,*****,29347,16,82.2,0.1,185,78,0.5,0.2,2501,211,7,0.6,160,99,0.4,0.3,71,73,0.2,0.2,9,16,0,0.1,608,218,1.7,0.6
310M200US46900,46900,"Vernon, TX Micro Area",13158,*****,13158,(X),3681,*****,28,*****,9477,*****,72,*****,7964,22,60.5,0.2,1166,105,8.9,0.8,32,27,0.2,0.2,70,59,0.5,0.5,0,20,0,0.3,11,18,0.1,0.1,234,99,1.8,0.8
310M200US46980,46980,"Vicksburg, MS Micro Area",57350,*****,57350,(X),1106,*****,1.9,*****,56244,*****,98.1,*****,24580,29,42.9,0.1,30783,129,53.7,0.2,43,41,0.1,0.1,479,148,0.8,0.3,0,29,0,0.1,0,29,0,0.1,359,119,0.6,0.2
310M200US47020,47020,"Victoria, TX Metro Area",97509,*****,97509,(X),43128,*****,44.2,*****,54381,*****,55.8,*****,46246,114,47.4,0.1,5564,257,5.7,0.3,32,26,0,0.1,1112,82,1.1,0.1,10,19,0,0.1,110,108,0.1,0.1,1307,267,1.3,0.3
310M200US47080,47080,"Vidalia, GA Micro Area",36178,*****,36178,(X),3638,*****,10.1,*****,32540,*****,89.9,*****,22581,75,62.4,0.2,9327,330,25.8,0.9,26,29,0.1,0.1,287,297,0.8,0.8,0,27,0,0.1,57,75,0.2,0.2,262,144,0.7,0.4
310M200US47180,47180,"Vincennes, IN Micro Area",38062,*****,38062,(X),670,*****,1.8,*****,37392,*****,98.2,*****,35471,24,93.2,0.1,1125,139,3,0.4,32,23,0.1,0.1,220,76,0.6,0.2,55,80,0.1,0.2,31,37,0.1,0.1,458,125,1.2,0.3
310M200US47220,47220,"Vineland-Bridgeton, NJ Metro Area",157035,*****,157035,(X),44982,*****,28.6,*****,112053,*****,71.4,*****,76172,52,48.5,0.1,29168,503,18.6,0.3,828,133,0.5,0.1,2034,161,1.3,0.1,0,28,0,0.1,55,34,0,0.1,3796,568,2.4,0.4
310M200US47240,47240,"Vineyard Haven, MA Micro Area",17048,*****,17048,(X),133,103,0.8,0.6,16915,103,99.2,0.6,15706,363,92.1,2.1,537,240,3.1,1.4,129,67,0.8,0.4,134,171,0.8,1,0,19,0,0.2,160,114,0.9,0.7,249,106,1.5,0.6
